NAME : L87
475 163.4366 -320.7623
476 211.6027 -291.2461
477 254.5584 -254.5584
478 291.2461 -211.6027
479 320.7623 -163.4366
480 342.3803 -111.2461
481 355.5678 -56.3164
482 390.0000 0.0000
483 385.1985 61.0094
484 370.9120 120.5166
485 347.4925 177.0563
486 315.5166 229.2362
487 275.7716 275.7716
488 229.2362 315.5166
489 177.0563 347.4925
490 120.5166 370.9120
491 61.0094 385.1985
492 0.0000 390.0000
493 -61.0094 385.1985
494 -120.5166 370.9120
495 -177.0563 347.4925
496 -229.2362 315.5166
497 -275.7716 275.7716
498 -315.5166 229.2362
499 -347.4925 177.0563
500 -370.9120 120.5166
501 -385.1985 61.0094
502 -390.0000 0.0000
503 -385.1985 -61.0094
504 -370.9120 -120.5166
505 -347.4925 -177.0563
506 -315.5166 -229.2362
507 -275.7716 -275.7716
508 -229.2362 -315.5166
509 -177.0563 -347.4925
510 -120.5166 -370.9120
511 -61.0094 -385.1985
512 -0.0000 -390.0000
513 61.0094 -385.1985
514 120.5166 -370.9120
515 177.0563 -347.4925
516 229.2362 -315.5166
517 275.7716 -275.7716
518 315.5166 -229.2362
519 347.4925 -177.0563
520 370.9120 -120.5166
521 385.1985 -61.0094
522 420.0000 0.0000
523 414.8291 65.7025
524 399.4437 129.7871
525 374.2227 190.6760
526 339.7871 246.8698
527 296.9848 296.9848
528 246.8698 339.7871
529 190.6760 374.2227
530 129.7871 399.4437
531 65.7025 414.8291
532 0.0000 420.0000
533 -65.7025 414.8291
534 -129.7871 399.4437
535 -190.6760 374.2227
536 -246.8698 339.7871
537 -296.9848 296.9848
538 -339.7871 246.8698
539 -374.2227 190.6760
540 -399.4437 129.7871
541 -414.8291 65.7025
542 -420.0000 0.0000
543 -414.8291 -65.7025
544 -399.4437 -129.7871
545 -374.2227 -190.6760
546 -339.7871 -246.8698
547 -296.9848 -296.9848
548 -246.8698 -339.7871
549 -190.6760 -374.2227
550 -129.7871 -399.4437
551 -65.7025 -414.8291
552 -0.0000 -420.0000
553 65.7025 -414.8291
554 129.7871 -399.4437
555 190.6760 -374.2227
556 246.8698 -339.7871
557 296.9848 -296.9848
558 339.7871 -246.8698
559 374.2227 -190.6760
560 399.4437 -129.7871
561 414.8291 -65.7025
562 450.0000 0.0000
563 444.4598 70.3955
564 427.9754 139.0576
565 400.9529 204.2957
566 364.0576 264.5034
567 318.1981 318.1981
568 264.5034 364.0576
569 204.2957 400.9529
570 139.0576 427.9754
571 70.3955 444.4598
572 0.0000 450.0000
573 -70.3955 444.4598
574 -139.0576 427.9754
575 -204.2957 400.9529
576 -264.5034 364.0576
577 -318.1981 318.1981
578 -364.0576 264.5034
579 -400.9529 204.2957
580 -427.9754 139.0576
581 -444.4598 70.3955
582 -450.0000 0.0000
583 -444.4598 -70.3955
584 -427.9754 -139.0576
585 -400.9529 -204.2957
586 -364.0576 -264.5034
587 -318.1981 -318.1981
588 -264.5034 -364.0576
589 -204.2957 -400.9529
590 -139.0576 -427.9754
591 -70.3955 -444.4598
592 -0.0000 -450.0000
593 70.3955 -444.4598
594 139.0576 -427.9754
595 204.2957 -400.9529
596 264.5034 -364.0576
597 318.1981 -318.1981
598 364.0576 -264.5034
599 400.9529 -204.2957
600 427.9754 -139.0576
601 444.4598 -70.3955
602 480.0000 0.0000
603 474.0904 75.0885
604 456.5071 148.3282
605 427.6831 217.9154
606 388.3282 282.1369
607 339.4113 339.4113
608 282.1369 388.3282
609 217.9154 427.6831
610 148.3282 456.5071
611 75.0885 474.0904
612 0.0000 480.0000
613 -75.0885 474.0904
614 -148.3282 456.5071
615 -217.9154 427.6831
616 -282.1369 388.3282
617 -339.4113 339.4113
618 -388.3282 282.1369
619 -427.6831 217.9154
620 -456.5071 148.3282
621 -474.0904 75.0885
622 -480.0000 0.0000
623 -474.0904 -75.0885
624 -456.5071 -148.3282
625 -427.6831 -217.9154
626 -388.3282 -282.1369
627 -339.4113 -339.4113
628 -282.1369 -388.3282
629 -217.9154 -427.6831
630 -148.3282 -456.5071
631 -75.0885 -474.0904
632 -0.0000 -480.0000
633 75.0885 -474.0904
634 148.3282 -456.5071
635 217.9154 -427.6831
636 282.1369 -388.3282
637 339.4113 -339.4113
638 388.3282 -282.1369
639 427.6831 -217.9154
640 456.5071 -148.3282
641 474.0904 -75.0885
DEMAND&PROFITS_SECTION
1 0 0
2 10 11
3 30 43
4 30 34
5 10 5
6 10 13
7 30 43
8 30 43
9 10 6
10 10 13
11 30 20
12 30 42
13 10 6
14 10 5
15 30 44
16 30 15
17 10 13
18 10 6
19 30 18
20 30 29
21 10 6
22 10 7
23 30 38
24 30 36
25 10 6
26 10 9
27 30 27
28 30 44
29 10 8
30 10 6
31 30 29
32 30 22
33 10 15
34 10 14
35 30 31
36 30 36
37 10 9
38 10 13
39 30 26
40 30 25
41 10 14
42 10 5
43 30 39
44 30 38
45 10 12
46 10 14
47 30 36
48 30 40
49 10 11
50 10 10
51 30 31
52 30 17
53 10 14
54 10 14
55 30 29
56 30 31
57 10 15
58 10 13
59 30 28
60 30 22
61 10 10
62 10 6
63 30 37
64 30 30
65 10 14
66 10 12
67 30 30
68 30 38
69 10 8
70 10 13
71 30 32
72 30 30
73 10 14
74 10 5
75 30 34
76 30 25
77 10 13
78 10 8
79 30 16
80 30 37
81 10 9
82 10 7
83 30 39
84 30 27
85 10 14
86 10 15
87 30 41
88 30 29
89 10 11
90 10 14
91 30 40
92 30 16
93 10 10
94 10 6
95 30 28
96 30 17
97 10 11
98 10 12
99 30 18
100 30 24
101 10 7
102 10 7
103 30 43
104 30 44
105 10 5
106 10 15
107 30 37
108 30 25
109 10 7
110 10 5
111 30 42
112 30 32
113 10 10
114 10 12
115 30 34
116 30 32
117 10 12
118 10 14
119 30 32
120 30 34
121 10 5
122 10 11
123 30 26
124 30 20
125 10 9
126 10 6
127 30 45
128 30 44
129 10 13
130 10 14
131 30 26
132 30 37
133 10 7
134 10 13
135 30 35
136 30 43
137 10 7
138 10 12
139 30 18
140 30 26
141 10 10
142 10 11
143 30 42
144 30 29
145 10 9
146 10 10
147 30 18
148 30 28
149 10 7
150 10 10
151 30 29
152 30 15
153 10 11
154 10 5
155 30 35
156 30 33
157 10 10
158 10 10
159 30 24
160 30 34
161 10 14
162 10 13
163 30 34
164 30 42
165 10 5
166 10 15
167 30 29
168 30 44
169 10 8
170 10 12
171 30 39
172 30 39
173 10 10
174 10 7
175 30 38
176 30 41
177 10 11
178 10 14
179 30 23
180 30 41
181 10 10
182 10 11
183 30 42
184 30 20
185 10 9
186 10 6
187 30 17
188 30 18
189 10 10
190 10 13
191 30 44
192 30 21
193 10 11
194 10 10
195 30 26
196 30 29
197 10 12
198 10 13
199 30 15
200 30 41
201 10 8
202 10 15
203 30 38
204 30 34
205 10 12
206 10 12
207 30 30
208 30 25
209 10 6
210 10 13
211 30 18
212 30 42
213 10 9
214 10 6
215 30 35
216 30 37
217 10 11
218 10 5
219 30 25
220 30 30
221 10 12
222 10 12
223 30 32
224 30 18
225 10 6
226 10 12
227 30 15
228 30 23
229 10 13
230 10 15
231 30 26
232 30 42
233 10 9
234 10 10
235 30 24
236 30 34
237 10 9
238 10 9
239 30 36
240 30 37
241 10 10
242 10 14
243 30 39
244 30 19
245 10 7
246 10 9
247 30 40
248 30 44
249 10 12
250 10 13
251 30 16
252 30 37
253 10 7
254 10 10
255 30 36
256 30 43
257 10 5
258 10 9
259 30 38
260 30 33
261 10 6
262 10 6
263 30 28
264 30 18
265 10 12
266 10 7
267 30 35
268 30 38
269 10 9
270 10 8
271 30 27
272 30 36
273 10 5
274 10 6
275 30 43
276 30 31
277 10 8
278 10 9
279 30 22
280 30 41
281 10 6
282 10 10
283 30 38
284 30 38
285 10 8
286 10 14
287 30 28
288 30 41
289 10 5
290 10 12
291 30 41
292 30 39
293 10 10
294 10 9
295 30 34
296 30 21
297 10 7
298 10 7
299 30 43
300 30 43
301 10 7
302 10 8
303 30 43
304 30 27
305 10 7
306 10 10
307 30 39
308 30 37
309 10 12
310 10 14
311 30 36
312 30 32
313 10 8
314 10 10
315 30 25
316 30 40
317 10 14
318 10 9
319 30 29
320 30 21
321 10 12
322 10 10
323 30 44
324 30 25
325 10 14
326 10 13
327 30 32
328 30 41
329 10 11
330 10 9
331 30 42
332 30 29
333 10 6
334 10 7
335 30 34
336 30 25
337 10 11
338 10 11
339 30 27
340 30 26
341 10 9
342 10 7
343 30 44
344 30 15
345 10 12
346 10 14
347 30 45
348 30 17
349 10 9
350 10 6
351 30 29
352 30 27
353 10 8
354 10 13
355 30 43
356 30 17
357 10 6
358 10 13
359 30 19
360 30 35
361 10 11
362 10 12
363 30 29
364 30 35
365 10 10
366 10 6
367 30 34
368 30 22
369 10 9
370 10 15
371 30 18
372 30 29
373 10 13
374 10 10
375 30 26
376 30 43
377 10 10
378 10 10
379 30 21
380 30 20
381 10 8
382 10 12
383 30 40
384 30 33
385 10 7
386 10 10
387 30 34
388 30 28
389 10 5
390 10 8
391 30 40
392 30 43
393 10 5
394 10 14
395 30 43
396 30 30
397 10 8
398 10 11
399 30 26
400 30 27
401 10 14
402 10 7
403 30 40
404 30 41
405 10 13
406 10 14
407 30 25
408 30 33
409 10 11
410 10 13
411 30 30
412 30 36
413 10 10
414 10 6
415 30 29
416 30 31
417 10 9
418 10 14
419 30 39
420 30 37
421 10 12
422 10 14
423 30 39
424 30 33
425 10 6
426 10 8
427 30 22
428 30 23
429 10 7
430 10 7
431 30 44
432 30 32
433 10 8
434 10 9
435 30 20
436 30 27
437 10 14
438 10 15
439 30 37
440 30 20
441 10 10
442 10 9
443 30 24
444 30 40
445 10 10
446 10 13
447 30 40
448 30 16
449 10 7
450 10 9
451 30 40
452 30 43
453 10 10
454 10 10
455 30 22
456 30 21
457 10 7
458 10 14
459 30 32
460 30 17
461 10 14
462 10 8
463 30 31
464 30 43
465 10 14
466 10 9
467 30 41
468 30 38
469 10 6
470 10 9
471 30 40
472 30 33
473 10 12
474 10 13
475 30 40
476 30 35
477 10 12
478 10 10
479 30 32
480 30 27
481 10 15
482 10 6
483 30 45
484 30 26
485 10 12
486 10 5
487 30 37
488 30 34
489 10 6
490 10 13
491 30 16
492 30 21
493 10 14
494 10 14
495 30 25
496 30 38
497 10 13
498 10 9
499 30 45
500 30 37
501 10 9
502 10 8
503 30 37
504 30 30
505 10 9
506 10 6
507 30 42
508 30 43
509 10 12
510 10 6
511 30 28
512 30 35
513 10 12
514 10 10
515 30 40
516 30 36
517 10 5
518 10 7
519 30 32
520 30 17
521 10 15
522 10 15
523 30 16
524 30 37
525 10 5
526 10 10
527 30 30
528 30 43
529 10 11
530 10 10
531 30 19
532 30 16
533 10 8
534 10 9
535 30 38
536 30 18
537 10 8
538 10 14
539 30 23
540 30 16
541 10 9
542 10 15
543 30 44
544 30 37
545 10 12
546 10 11
547 30 29
548 30 26
549 10 11
550 10 8
551 30 25
552 30 18
553 10 12
554 10 7
555 30 16
556 30 20
557 10 11
558 10 10
559 30 36
560 30 33
561 10 8
562 10 15
563 30 37
564 30 32
565 10 11
566 10 7
567 30 40
568 30 33
569 10 9
570 10 14
571 30 16
572 30 40
573 10 10
574 10 7
575 30 25
576 30 18
577 10 6
578 10 5
579 30 24
580 30 40
581 10 8
582 10 12
583 30 23
584 30 25
585 10 6
586 10 7
587 30 23
588 30 31
589 10 6
590 10 13
591 30 33
592 30 39
593 10 7
594 10 10
595 30 19
596 30 43
597 10 8
598 10 13
599 30 35
600 30 36
601 10 13
602 10 9
603 30 45
604 30 27
605 10 11
606 10 6
607 30 44
608 30 22
609 10 5
610 10 8
611 30 30
612 30 21
613 10 10
614 10 14
615 30 39
616 30 19
617 10 14
618 10 5
619 30 40
620 30 22
621 10 11
622 10 8
623 30 27
624 30 31
625 10 11
626 10 13
627 30 26
628 30 16
629 10 11
630 10 10
631 30 35
632 30 38
633 10 9
634 10 8
635 30 28
636 30 19
637 10 9
638 10 14
639 30 16
640 30 16
641 10 9
DEPOT_SECTION
1
-1
EOF
