NAME : L77
174 -7.4321 89.6926
175 -14.8135 88.7725
176 -22.0937 87.2460
177 -29.2230 85.1236
178 -36.1526 82.4196
179 -42.8353 79.1526
180 -49.2253 75.3450
181 -55.2791 71.0226
182 -60.9553 66.2152
183 -66.2152 60.9553
184 -71.0226 55.2791
185 -75.3450 49.2253
186 -79.1526 42.8353
187 -82.4196 36.1526
188 -85.1236 29.2230
189 -87.2460 22.0937
190 -88.7725 14.8135
191 -89.6926 7.4321
192 -90.0000 0.0000
193 -89.6926 -7.4321
194 -88.7725 -14.8135
195 -87.2460 -22.0937
196 -85.1236 -29.2230
197 -82.4196 -36.1526
198 -79.1526 -42.8353
199 -75.3450 -49.2253
200 -71.0226 -55.2791
201 -66.2152 -60.9553
202 -60.9553 -66.2152
203 -55.2791 -71.0226
204 -49.2253 -75.3450
205 -42.8353 -79.1526
206 -36.1526 -82.4196
207 -29.2230 -85.1236
208 -22.0937 -87.2460
209 -14.8135 -88.7725
210 -7.4321 -89.6926
211 -0.0000 -90.0000
212 7.4321 -89.6926
213 14.8135 -88.7725
214 22.0937 -87.2460
215 29.2230 -85.1236
216 36.1526 -82.4196
217 42.8353 -79.1526
218 49.2253 -75.3450
219 55.2791 -71.0226
220 60.9553 -66.2152
221 66.2152 -60.9553
222 71.0226 -55.2791
223 75.3450 -49.2253
224 79.1526 -42.8353
225 82.4196 -36.1526
226 85.1236 -29.2230
227 87.2460 -22.0937
228 88.7725 -14.8135
229 89.6926 -7.4321
230 120.0000 0.0000
231 119.5901 9.9095
232 118.3634 19.7514
233 116.3280 29.4583
234 113.4981 38.9639
235 109.8928 48.2035
236 105.5369 57.1137
237 100.4600 65.6338
238 94.6969 73.7055
239 88.2869 81.2738
240 81.2738 88.2869
241 73.7055 94.6969
242 65.6338 100.4600
243 57.1137 105.5369
244 48.2035 109.8928
245 38.9639 113.4981
246 29.4583 116.3280
247 19.7514 118.3634
248 9.9095 119.5901
249 0.0000 120.0000
250 -9.9095 119.5901
251 -19.7514 118.3634
252 -29.4583 116.3280
253 -38.9639 113.4981
254 -48.2035 109.8928
255 -57.1137 105.5369
256 -65.6338 100.4600
257 -73.7055 94.6969
258 -81.2738 88.2869
259 -88.2869 81.2738
260 -94.6969 73.7055
261 -100.4600 65.6338
262 -105.5369 57.1137
263 -109.8928 48.2035
264 -113.4981 38.9639
265 -116.3280 29.4583
266 -118.3634 19.7514
267 -119.5901 9.9095
268 -120.0000 0.0000
269 -119.5901 -9.9095
270 -118.3634 -19.7514
271 -116.3280 -29.4583
272 -113.4981 -38.9639
273 -109.8928 -48.2035
274 -105.5369 -57.1137
275 -100.4600 -65.6338
276 -94.6969 -73.7055
277 -88.2869 -81.2738
278 -81.2738 -88.2869
279 -73.7055 -94.6969
280 -65.6338 -100.4600
281 -57.1137 -105.5369
282 -48.2035 -109.8928
283 -38.9639 -113.4981
284 -29.4583 -116.3280
285 -19.7514 -118.3634
286 -9.9095 -119.5901
287 -0.0000 -120.0000
288 9.9095 -119.5901
289 19.7514 -118.3634
290 29.4583 -116.3280
291 38.9639 -113.4981
292 48.2035 -109.8928
293 57.1137 -105.5369
294 65.6338 -100.4600
295 73.7055 -94.6969
296 81.2738 -88.2869
297 88.2869 -81.2738
298 94.6969 -73.7055
299 100.4600 -65.6338
300 105.5369 -57.1137
301 109.8928 -48.2035
302 113.4981 -38.9639
303 116.3280 -29.4583
304 118.3634 -19.7514
305 119.5901 -9.9095
306 150.0000 0.0000
307 149.4877 12.3869
308 147.9542 24.6892
309 145.4100 36.8228
310 141.8726 48.7049
311 137.3660 60.2543
312 131.9211 71.3921
313 125.5750 82.0422
314 118.3711 92.1319
315 110.3586 101.5922
316 101.5922 110.3586
317 92.1319 118.3711
318 82.0422 125.5750
319 71.3921 131.9211
320 60.2543 137.3660
321 48.7049 141.8726
322 36.8228 145.4100
323 24.6892 147.9542
324 12.3869 149.4877
325 0.0000 150.0000
326 -12.3869 149.4877
327 -24.6892 147.9542
328 -36.8228 145.4100
329 -48.7049 141.8726
330 -60.2543 137.3660
331 -71.3921 131.9211
332 -82.0422 125.5750
333 -92.1319 118.3711
334 -101.5922 110.3586
335 -110.3586 101.5922
336 -118.3711 92.1319
337 -125.5750 82.0422
338 -131.9211 71.3921
339 -137.3660 60.2543
340 -141.8726 48.7049
341 -145.4100 36.8228
342 -147.9542 24.6892
343 -149.4877 12.3869
344 -150.0000 0.0000
345 -149.4877 -12.3869
346 -147.9542 -24.6892
347 -145.4100 -36.8228
348 -141.8726 -48.7049
349 -137.3660 -60.2543
350 -131.9211 -71.3921
351 -125.5750 -82.0422
352 -118.3711 -92.1319
353 -110.3586 -101.5922
354 -101.5922 -110.3586
355 -92.1319 -118.3711
356 -82.0422 -125.5750
357 -71.3921 -131.9211
358 -60.2543 -137.3660
359 -48.7049 -141.8726
360 -36.8228 -145.4100
361 -24.6892 -147.9542
362 -12.3869 -149.4877
363 -0.0000 -150.0000
364 12.3869 -149.4877
365 24.6892 -147.9542
366 36.8228 -145.4100
367 48.7049 -141.8726
368 60.2543 -137.3660
369 71.3921 -131.9211
370 82.0422 -125.5750
371 92.1319 -118.3711
372 101.5922 -110.3586
373 110.3586 -101.5922
374 118.3711 -92.1319
375 125.5750 -82.0422
376 131.9211 -71.3921
377 137.3660 -60.2543
378 141.8726 -48.7049
379 145.4100 -36.8228
380 147.9542 -24.6892
381 149.4877 -12.3869
382 180.0000 0.0000
383 179.3852 14.8643
384 177.5450 29.6270
385 174.4920 44.1874
386 170.2471 58.4459
387 164.8392 72.3052
388 158.3053 85.6705
389 150.6900 98.4507
390 142.0453 110.5583
391 132.4303 121.9107
392 121.9107 132.4303
393 110.5583 142.0453
394 98.4507 150.6900
395 85.6705 158.3053
396 72.3052 164.8392
397 58.4459 170.2471
398 44.1874 174.4920
399 29.6270 177.5450
400 14.8643 179.3852
401 0.0000 180.0000
402 -14.8643 179.3852
403 -29.6270 177.5450
404 -44.1874 174.4920
405 -58.4459 170.2471
406 -72.3052 164.8392
407 -85.6705 158.3053
408 -98.4507 150.6900
409 -110.5583 142.0453
410 -121.9107 132.4303
411 -132.4303 121.9107
412 -142.0453 110.5583
413 -150.6900 98.4507
414 -158.3053 85.6705
415 -164.8392 72.3052
416 -170.2471 58.4459
417 -174.4920 44.1874
418 -177.5450 29.6270
419 -179.3852 14.8643
420 -180.0000 0.0000
421 -179.3852 -14.8643
422 -177.5450 -29.6270
423 -174.4920 -44.1874
424 -170.2471 -58.4459
425 -164.8392 -72.3052
426 -158.3053 -85.6705
427 -150.6900 -98.4507
428 -142.0453 -110.5583
429 -132.4303 -121.9107
430 -121.9107 -132.4303
431 -110.5583 -142.0453
432 -98.4507 -150.6900
433 -85.6705 -158.3053
434 -72.3052 -164.8392
435 -58.4459 -170.2471
436 -44.1874 -174.4920
437 -29.6270 -177.5450
438 -14.8643 -179.3852
439 -0.0000 -180.0000
440 14.8643 -179.3852
441 29.6270 -177.5450
442 44.1874 -174.4920
443 58.4459 -170.2471
444 72.3052 -164.8392
445 85.6705 -158.3053
446 98.4507 -150.6900
447 110.5583 -142.0453
448 121.9107 -132.4303
449 132.4303 -121.9107
450 142.0453 -110.5583
451 150.6900 -98.4507
452 158.3053 -85.6705
453 164.8392 -72.3052
454 170.2471 -58.4459
455 174.4920 -44.1874
456 177.5450 -29.6270
457 179.3852 -14.8643
458 210.0000 0.0000
459 209.2827 17.3417
460 207.1359 34.5649
461 203.5741 51.5520
462 198.6216 68.1869
463 192.3124 84.3560
464 184.6895 99.9490
465 175.8050 114.8591
466 165.7195 128.9847
467 154.5020 142.2291
468 142.2291 154.5020
469 128.9847 165.7195
470 114.8591 175.8050
471 99.9490 184.6895
472 84.3560 192.3124
473 68.1869 198.6216
474 51.5520 203.5741
475 34.5649 207.1359
476 17.3417 209.2827
477 0.0000 210.0000
478 -17.3417 209.2827
479 -34.5649 207.1359
480 -51.5520 203.5741
481 -68.1869 198.6216
482 -84.3560 192.3124
483 -99.9490 184.6895
484 -114.8591 175.8050
485 -128.9847 165.7195
486 -142.2291 154.5020
487 -154.5020 142.2291
488 -165.7195 128.9847
489 -175.8050 114.8591
490 -184.6895 99.9490
491 -192.3124 84.3560
492 -198.6216 68.1869
493 -203.5741 51.5520
494 -207.1359 34.5649
495 -209.2827 17.3417
496 -210.0000 0.0000
497 -209.2827 -17.3417
498 -207.1359 -34.5649
499 -203.5741 -51.5520
500 -198.6216 -68.1869
501 -192.3124 -84.3560
502 -184.6895 -99.9490
503 -175.8050 -114.8591
504 -165.7195 -128.9847
505 -154.5020 -142.2291
506 -142.2291 -154.5020
507 -128.9847 -165.7195
508 -114.8591 -175.8050
509 -99.9490 -184.6895
510 -84.3560 -192.3124
511 -68.1869 -198.6216
512 -51.5520 -203.5741
513 -34.5649 -207.1359
514 -17.3417 -209.2827
515 -0.0000 -210.0000
516 17.3417 -209.2827
517 34.5649 -207.1359
518 51.5520 -203.5741
519 68.1869 -198.6216
520 84.3560 -192.3124
521 99.9490 -184.6895
522 114.8591 -175.8050
523 128.9847 -165.7195
524 142.2291 -154.5020
525 154.5020 -142.2291
526 165.7195 -128.9847
527 175.8050 -114.8591
528 184.6895 -99.9490
529 192.3124 -84.3560
530 198.6216 -68.1869
531 203.5741 -51.5520
532 207.1359 -34.5649
533 209.2827 -17.3417
534 240.0000 0.0000
535 239.1803 19.8190
536 236.7267 39.5027
537 232.6561 58.9165
538 226.9961 77.9279
539 219.7856 96.4069
540 211.0737 114.2274
541 200.9200 131.2676
542 189.3937 147.4111
543 176.5737 162.5476
544 162.5476 176.5737
545 147.4111 189.3937
546 131.2676 200.9200
547 114.2274 211.0737
548 96.4069 219.7856
549 77.9279 226.9961
550 58.9165 232.6561
551 39.5027 236.7267
552 19.8190 239.1803
553 0.0000 240.0000
554 -19.8190 239.1803
555 -39.5027 236.7267
556 -58.9165 232.6561
557 -77.9279 226.9961
558 -96.4069 219.7856
559 -114.2274 211.0737
560 -131.2676 200.9200
561 -147.4111 189.3937
562 -162.5476 176.5737
563 -176.5737 162.5476
564 -189.3937 147.4111
565 -200.9200 131.2676
566 -211.0737 114.2274
567 -219.7856 96.4069
568 -226.9961 77.9279
569 -232.6561 58.9165
570 -236.7267 39.5027
571 -239.1803 19.8190
572 -240.0000 0.0000
573 -239.1803 -19.8190
574 -236.7267 -39.5027
575 -232.6561 -58.9165
576 -226.9961 -77.9279
577 -219.7856 -96.4069
578 -211.0737 -114.2274
579 -200.9200 -131.2676
580 -189.3937 -147.4111
581 -176.5737 -162.5476
582 -162.5476 -176.5737
583 -147.4111 -189.3937
584 -131.2676 -200.9200
585 -114.2274 -211.0737
586 -96.4069 -219.7856
587 -77.9279 -226.9961
588 -58.9165 -232.6561
589 -39.5027 -236.7267
590 -19.8190 -239.1803
591 -0.0000 -240.0000
592 19.8190 -239.1803
593 39.5027 -236.7267
594 58.9165 -232.6561
595 77.9279 -226.9961
596 96.4069 -219.7856
597 114.2274 -211.0737
598 131.2676 -200.9200
599 147.4111 -189.3937
600 162.5476 -176.5737
601 176.5737 -162.5476
602 189.3937 -147.4111
603 200.9200 -131.2676
604 211.0737 -114.2274
605 219.7856 -96.4069
606 226.9961 -77.9279
607 232.6561 -58.9165
608 236.7267 -39.5027
609 239.1803 -19.8190
610 270.0000 0.0000
611 269.0778 22.2964
612 266.3176 44.4405
613 261.7381 66.2811
614 255.3707 87.6689
615 247.2588 108.4578
616 237.4579 128.5058
617 226.0349 147.6760
618 213.0679 165.8374
619 198.6455 182.8660
620 182.8660 198.6455
621 165.8374 213.0679
622 147.6760 226.0349
623 128.5058 237.4579
624 108.4578 247.2588
625 87.6689 255.3707
626 66.2811 261.7381
627 44.4405 266.3176
628 22.2964 269.0778
629 0.0000 270.0000
630 -22.2964 269.0778
631 -44.4405 266.3176
632 -66.2811 261.7381
633 -87.6689 255.3707
634 -108.4578 247.2588
635 -128.5058 237.4579
636 -147.6760 226.0349
637 -165.8374 213.0679
638 -182.8660 198.6455
639 -198.6455 182.8660
640 -213.0679 165.8374
641 -226.0349 147.6760
642 -237.4579 128.5058
643 -247.2588 108.4578
644 -255.3707 87.6689
645 -261.7381 66.2811
646 -266.3176 44.4405
647 -269.0778 22.2964
648 -270.0000 0.0000
649 -269.0778 -22.2964
650 -266.3176 -44.4405
651 -261.7381 -66.2811
652 -255.3707 -87.6689
653 -247.2588 -108.4578
654 -237.4579 -128.5058
655 -226.0349 -147.6760
656 -213.0679 -165.8374
657 -198.6455 -182.8660
658 -182.8660 -198.6455
659 -165.8374 -213.0679
660 -147.6760 -226.0349
661 -128.5058 -237.4579
662 -108.4578 -247.2588
663 -87.6689 -255.3707
664 -66.2811 -261.7381
665 -44.4405 -266.3176
666 -22.2964 -269.0778
667 -0.0000 -270.0000
668 22.2964 -269.0778
669 44.4405 -266.3176
670 66.2811 -261.7381
671 87.6689 -255.3707
672 108.4578 -247.2588
673 128.5058 -237.4579
674 147.6760 -226.0349
675 165.8374 -213.0679
676 182.8660 -198.6455
677 198.6455 -182.8660
678 213.0679 -165.8374
679 226.0349 -147.6760
680 237.4579 -128.5058
681 247.2588 -108.4578
682 255.3707 -87.6689
683 261.7381 -66.2811
684 266.3176 -44.4405
685 269.0778 -22.2964
686 300.0000 0.0000
687 298.9753 24.7738
688 295.9084 49.3784
689 290.8201 73.6456
690 283.7452 97.4098
691 274.7320 120.5086
692 263.8421 142.7842
693 251.1499 164.0844
694 236.7422 184.2638
695 220.7172 203.1845
696 203.1845 220.7172
697 184.2638 236.7422
698 164.0844 251.1499
699 142.7842 263.8421
700 120.5086 274.7320
701 97.4098 283.7452
702 73.6456 290.8201
703 49.3784 295.9084
704 24.7738 298.9753
705 0.0000 300.0000
706 -24.7738 298.9753
707 -49.3784 295.9084
708 -73.6456 290.8201
709 -97.4098 283.7452
710 -120.5086 274.7320
711 -142.7842 263.8421
712 -164.0844 251.1499
713 -184.2638 236.7422
714 -203.1845 220.7172
715 -220.7172 203.1845
716 -236.7422 184.2638
717 -251.1499 164.0844
718 -263.8421 142.7842
719 -274.7320 120.5086
720 -283.7452 97.4098
721 -290.8201 73.6456
722 -295.9084 49.3784
723 -298.9753 24.7738
724 -300.0000 0.0000
725 -298.9753 -24.7738
726 -295.9084 -49.3784
727 -290.8201 -73.6456
728 -283.7452 -97.4098
729 -274.7320 -120.5086
730 -263.8421 -142.7842
731 -251.1499 -164.0844
732 -236.7422 -184.2638
733 -220.7172 -203.1845
734 -203.1845 -220.7172
735 -184.2638 -236.7422
736 -164.0844 -251.1499
737 -142.7842 -263.8421
738 -120.5086 -274.7320
739 -97.4098 -283.7452
740 -73.6456 -290.8201
741 -49.3784 -295.9084
742 -24.7738 -298.9753
743 -0.0000 -300.0000
744 24.7738 -298.9753
745 49.3784 -295.9084
746 73.6456 -290.8201
747 97.4098 -283.7452
748 120.5086 -274.7320
749 142.7842 -263.8421
750 164.0844 -251.1499
751 184.2638 -236.7422
752 203.1845 -220.7172
753 220.7172 -203.1845
754 236.7422 -184.2638
755 251.1499 -164.0844
756 263.8421 -142.7842
757 274.7320 -120.5086
758 283.7452 -97.4098
759 290.8201 -73.6456
760 295.9084 -49.3784
761 298.9753 -24.7738
DEMAND&PROFITS_SECTION
1 0 0
2 10 7
3 30 33
4 30 40
5 10 6
6 10 15
7 30 33
8 30 32
9 10 12
10 10 15
11 30 15
12 30 16
13 10 15
14 10 15
15 30 32
16 30 28
17 10 10
18 10 10
19 30 25
20 30 30
21 10 10
22 10 11
23 30 27
24 30 41
25 10 13
26 10 9
27 30 27
28 30 26
29 10 11
30 10 13
31 30 34
32 30 34
33 10 7
34 10 11
35 30 40
36 30 33
37 10 9
38 10 13
39 30 23
40 30 20
41 10 10
42 10 8
43 30 16
44 30 29
45 10 12
46 10 12
47 30 41
48 30 39
49 10 10
50 10 7
51 30 22
52 30 25
53 10 6
54 10 9
55 30 25
56 30 40
57 10 11
58 10 12
59 30 33
60 30 42
61 10 15
62 10 15
63 30 39
64 30 27
65 10 10
66 10 12
67 30 24
68 30 30
69 10 8
70 10 10
71 30 39
72 30 41
73 10 7
74 10 12
75 30 30
76 30 16
77 10 13
78 10 9
79 30 34
80 30 28
81 10 7
82 10 8
83 30 31
84 30 29
85 10 9
86 10 13
87 30 30
88 30 43
89 10 9
90 10 11
91 30 36
92 30 39
93 10 14
94 10 8
95 30 40
96 30 41
97 10 8
98 10 11
99 30 37
100 30 21
101 10 12
102 10 7
103 30 23
104 30 31
105 10 12
106 10 5
107 30 18
108 30 44
109 10 11
110 10 7
111 30 24
112 30 29
113 10 13
114 10 9
115 30 29
116 30 29
117 10 9
118 10 5
119 30 27
120 30 17
121 10 13
122 10 7
123 30 16
124 30 31
125 10 10
126 10 7
127 30 26
128 30 17
129 10 12
130 10 12
131 30 28
132 30 27
133 10 8
134 10 11
135 30 27
136 30 27
137 10 9
138 10 12
139 30 30
140 30 33
141 10 7
142 10 5
143 30 15
144 30 41
145 10 9
146 10 12
147 30 17
148 30 28
149 10 15
150 10 6
151 30 43
152 30 28
153 10 11
154 10 12
155 30 29
156 30 41
157 10 13
158 10 9
159 30 34
160 30 45
161 10 7
162 10 12
163 30 36
164 30 43
165 10 9
166 10 8
167 30 17
168 30 23
169 10 6
170 10 11
171 30 43
172 30 20
173 10 12
174 10 12
175 30 26
176 30 23
177 10 6
178 10 14
179 30 29
180 30 44
181 10 14
182 10 11
183 30 40
184 30 39
185 10 12
186 10 10
187 30 38
188 30 19
189 10 11
190 10 5
191 30 38
192 30 18
193 10 6
194 10 12
195 30 30
196 30 35
197 10 11
198 10 8
199 30 21
200 30 28
201 10 7
202 10 10
203 30 27
204 30 40
205 10 6
206 10 8
207 30 34
208 30 32
209 10 9
210 10 15
211 30 15
212 30 36
213 10 10
214 10 7
215 30 32
216 30 19
217 10 9
218 10 14
219 30 17
220 30 26
221 10 15
222 10 15
223 30 40
224 30 36
225 10 13
226 10 8
227 30 38
228 30 25
229 10 13
230 10 10
231 30 39
232 30 20
233 10 5
234 10 8
235 30 39
236 30 30
237 10 5
238 10 13
239 30 42
240 30 39
241 10 5
242 10 7
243 30 18
244 30 39
245 10 7
246 10 11
247 30 36
248 30 20
249 10 13
250 10 14
251 30 43
252 30 37
253 10 12
254 10 12
255 30 29
256 30 24
257 10 7
258 10 11
259 30 42
260 30 17
261 10 7
262 10 11
263 30 43
264 30 30
265 10 7
266 10 8
267 30 20
268 30 40
269 10 12
270 10 9
271 30 37
272 30 37
273 10 10
274 10 14
275 30 37
276 30 33
277 10 14
278 10 10
279 30 33
280 30 31
281 10 11
282 10 8
283 30 33
284 30 19
285 10 12
286 10 11
287 30 17
288 30 29
289 10 13
290 10 13
291 30 32
292 30 31
293 10 9
294 10 11
295 30 29
296 30 31
297 10 6
298 10 8
299 30 28
300 30 26
301 10 15
302 10 11
303 30 28
304 30 18
305 10 5
306 10 9
307 30 43
308 30 27
309 10 13
310 10 5
311 30 29
312 30 29
313 10 10
314 10 12
315 30 31
316 30 35
317 10 7
318 10 10
319 30 45
320 30 22
321 10 12
322 10 15
323 30 19
324 30 30
325 10 11
326 10 10
327 30 39
328 30 29
329 10 9
330 10 6
331 30 36
332 30 28
333 10 11
334 10 14
335 30 36
336 30 36
337 10 14
338 10 11
339 30 40
340 30 37
341 10 12
342 10 8
343 30 44
344 30 28
345 10 10
346 10 5
347 30 40
348 30 18
349 10 7
350 10 7
351 30 37
352 30 32
353 10 7
354 10 14
355 30 32
356 30 18
357 10 11
358 10 5
359 30 35
360 30 25
361 10 6
362 10 8
363 30 35
364 30 20
365 10 12
366 10 9
367 30 20
368 30 28
369 10 12
370 10 10
371 30 40
372 30 17
373 10 8
374 10 8
375 30 37
376 30 16
377 10 10
378 10 7
379 30 32
380 30 27
381 10 10
382 10 8
383 30 32
384 30 40
385 10 7
386 10 12
387 30 25
388 30 19
389 10 10
390 10 6
391 30 32
392 30 32
393 10 10
394 10 5
395 30 23
396 30 36
397 10 12
398 10 13
399 30 44
400 30 31
401 10 6
402 10 12
403 30 20
404 30 30
405 10 15
406 10 8
407 30 36
408 30 18
409 10 14
410 10 14
411 30 33
412 30 35
413 10 15
414 10 9
415 30 27
416 30 40
417 10 10
418 10 14
419 30 37
420 30 43
421 10 6
422 10 11
423 30 27
424 30 43
425 10 9
426 10 7
427 30 42
428 30 28
429 10 8
430 10 11
431 30 29
432 30 34
433 10 9
434 10 14
435 30 41
436 30 16
437 10 10
438 10 7
439 30 43
440 30 38
441 10 11
442 10 14
443 30 33
444 30 34
445 10 10
446 10 13
447 30 43
448 30 36
449 10 11
450 10 5
451 30 30
452 30 28
453 10 7
454 10 9
455 30 28
456 30 36
457 10 14
458 10 5
459 30 36
460 30 41
461 10 10
462 10 8
463 30 40
464 30 19
465 10 10
466 10 10
467 30 26
468 30 27
469 10 12
470 10 11
471 30 26
472 30 45
473 10 7
474 10 15
475 30 30
476 30 15
477 10 12
478 10 9
479 30 34
480 30 39
481 10 9
482 10 7
483 30 30
484 30 27
485 10 13
486 10 8
487 30 39
488 30 23
489 10 10
490 10 11
491 30 21
492 30 20
493 10 7
494 10 9
495 30 36
496 30 20
497 10 7
498 10 6
499 30 31
500 30 28
501 10 12
502 10 12
503 30 27
504 30 35
505 10 10
506 10 14
507 30 32
508 30 19
509 10 9
510 10 11
511 30 31
512 30 38
513 10 13
514 10 11
515 30 29
516 30 36
517 10 10
518 10 11
519 30 41
520 30 42
521 10 14
522 10 12
523 30 42
524 30 25
525 10 12
526 10 6
527 30 25
528 30 30
529 10 14
530 10 8
531 30 28
532 30 27
533 10 7
534 10 13
535 30 34
536 30 31
537 10 7
538 10 10
539 30 22
540 30 39
541 10 9
542 10 9
543 30 29
544 30 33
545 10 9
546 10 12
547 30 30
548 30 36
549 10 6
550 10 10
551 30 36
552 30 32
553 10 10
554 10 7
555 30 23
556 30 43
557 10 9
558 10 13
559 30 20
560 30 45
561 10 7
562 10 14
563 30 24
564 30 42
565 10 10
566 10 14
567 30 21
568 30 25
569 10 9
570 10 10
571 30 42
572 30 30
573 10 8
574 10 13
575 30 32
576 30 44
577 10 10
578 10 6
579 30 39
580 30 41
581 10 11
582 10 10
583 30 28
584 30 43
585 10 7
586 10 7
587 30 20
588 30 23
589 10 5
590 10 5
591 30 15
592 30 22
593 10 10
594 10 5
595 30 42
596 30 39
597 10 5
598 10 13
599 30 31
600 30 29
601 10 7
602 10 8
603 30 30
604 30 41
605 10 14
606 10 10
607 30 21
608 30 34
609 10 11
610 10 12
611 30 24
612 30 19
613 10 14
614 10 14
615 30 33
616 30 21
617 10 13
618 10 6
619 30 41
620 30 33
621 10 11
622 10 14
623 30 23
624 30 21
625 10 6
626 10 14
627 30 38
628 30 41
629 10 8
630 10 14
631 30 26
632 30 40
633 10 7
634 10 5
635 30 34
636 30 43
637 10 12
638 10 14
639 30 33
640 30 38
641 10 7
642 10 10
643 30 31
644 30 37
645 10 7
646 10 5
647 30 23
648 30 30
649 10 12
650 10 8
651 30 38
652 30 32
653 10 13
654 10 13
655 30 44
656 30 37
657 10 10
658 10 10
659 30 37
