NAME : L20
150 -37.0820 -114.1268
151 -18.7721 -118.5226
152 -0.0000 -120.0000
153 18.7721 -118.5226
154 37.0820 -114.1268
155 54.4789 -106.9208
156 70.5342 -97.0820
157 84.8528 -84.8528
158 97.0820 -70.5342
159 106.9208 -54.4789
160 114.1268 -37.0820
161 118.5226 -18.7721
162 150.0000 0.0000
163 148.1533 23.4652
164 142.6585 46.3525
165 133.6510 68.0986
166 121.3525 88.1678
167 106.0660 106.0660
168 88.1678 121.3525
169 68.0986 133.6510
170 46.3525 142.6585
171 23.4652 148.1533
172 0.0000 150.0000
173 -23.4652 148.1533
174 -46.3525 142.6585
175 -68.0986 133.6510
176 -88.1678 121.3525
177 -106.0660 106.0660
178 -121.3525 88.1678
179 -133.6510 68.0986
180 -142.6585 46.3525
181 -148.1533 23.4652
182 -150.0000 0.0000
183 -148.1533 -23.4652
184 -142.6585 -46.3525
185 -133.6510 -68.0986
186 -121.3525 -88.1678
187 -106.0660 -106.0660
188 -88.1678 -121.3525
189 -68.0986 -133.6510
190 -46.3525 -142.6585
191 -23.4652 -148.1533
192 -0.0000 -150.0000
193 23.4652 -148.1533
194 46.3525 -142.6585
195 68.0986 -133.6510
196 88.1678 -121.3525
197 106.0660 -106.0660
198 121.3525 -88.1678
199 133.6510 -68.0986
200 142.6585 -46.3525
201 148.1533 -23.4652
202 180.0000 0.0000
203 177.7839 28.1582
204 171.1902 55.6231
205 160.3812 81.7183
206 145.6231 105.8013
207 127.2792 127.2792
208 105.8013 145.6231
209 81.7183 160.3812
210 55.6231 171.1902
211 28.1582 177.7839
212 0.0000 180.0000
213 -28.1582 177.7839
214 -55.6231 171.1902
215 -81.7183 160.3812
216 -105.8013 145.6231
217 -127.2792 127.2792
218 -145.6231 105.8013
219 -160.3812 81.7183
220 -171.1902 55.6231
221 -177.7839 28.1582
222 -180.0000 0.0000
223 -177.7839 -28.1582
224 -171.1902 -55.6231
225 -160.3812 -81.7183
226 -145.6231 -105.8013
227 -127.2792 -127.2792
228 -105.8013 -145.6231
229 -81.7183 -160.3812
230 -55.6231 -171.1902
231 -28.1582 -177.7839
232 -0.0000 -180.0000
233 28.1582 -177.7839
234 55.6231 -171.1902
235 81.7183 -160.3812
236 105.8013 -145.6231
237 127.2792 -127.2792
238 145.6231 -105.8013
239 160.3812 -81.7183
240 171.1902 -55.6231
241 177.7839 -28.1582
242 210.0000 0.0000
243 207.4146 32.8512
244 199.7219 64.8936
245 187.1114 95.3380
246 169.8936 123.4349
247 148.4924 148.4924
248 123.4349 169.8936
249 95.3380 187.1114
250 64.8936 199.7219
251 32.8512 207.4146
252 0.0000 210.0000
253 -32.8512 207.4146
254 -64.8936 199.7219
255 -95.3380 187.1114
256 -123.4349 169.8936
257 -148.4924 148.4924
258 -169.8936 123.4349
259 -187.1114 95.3380
260 -199.7219 64.8936
261 -207.4146 32.8512
262 -210.0000 0.0000
263 -207.4146 -32.8512
264 -199.7219 -64.8936
265 -187.1114 -95.3380
266 -169.8936 -123.4349
267 -148.4924 -148.4924
268 -123.4349 -169.8936
269 -95.3380 -187.1114
270 -64.8936 -199.7219
271 -32.8512 -207.4146
272 -0.0000 -210.0000
273 32.8512 -207.4146
274 64.8936 -199.7219
275 95.3380 -187.1114
276 123.4349 -169.8936
277 148.4924 -148.4924
278 169.8936 -123.4349
279 187.1114 -95.3380
280 199.7219 -64.8936
281 207.4146 -32.8512
282 240.0000 0.0000
283 237.0452 37.5443
284 228.2536 74.1641
285 213.8416 108.9577
286 194.1641 141.0685
287 169.7056 169.7056
288 141.0685 194.1641
289 108.9577 213.8416
290 74.1641 228.2536
291 37.5443 237.0452
292 0.0000 240.0000
293 -37.5443 237.0452
294 -74.1641 228.2536
295 -108.9577 213.8416
296 -141.0685 194.1641
297 -169.7056 169.7056
298 -194.1641 141.0685
299 -213.8416 108.9577
300 -228.2536 74.1641
301 -237.0452 37.5443
302 -240.0000 0.0000
303 -237.0452 -37.5443
304 -228.2536 -74.1641
305 -213.8416 -108.9577
306 -194.1641 -141.0685
307 -169.7056 -169.7056
308 -141.0685 -194.1641
309 -108.9577 -213.8416
310 -74.1641 -228.2536
311 -37.5443 -237.0452
312 -0.0000 -240.0000
313 37.5443 -237.0452
314 74.1641 -228.2536
315 108.9577 -213.8416
316 141.0685 -194.1641
317 169.7056 -169.7056
318 194.1641 -141.0685
319 213.8416 -108.9577
320 228.2536 -74.1641
321 237.0452 -37.5443
322 270.0000 0.0000
323 266.6759 42.2373
324 256.7853 83.4346
325 240.5718 122.5774
326 218.4346 158.7020
327 190.9188 190.9188
328 158.7020 218.4346
329 122.5774 240.5718
330 83.4346 256.7853
331 42.2373 266.6759
332 0.0000 270.0000
333 -42.2373 266.6759
334 -83.4346 256.7853
335 -122.5774 240.5718
336 -158.7020 218.4346
337 -190.9188 190.9188
338 -218.4346 158.7020
339 -240.5718 122.5774
340 -256.7853 83.4346
341 -266.6759 42.2373
342 -270.0000 0.0000
343 -266.6759 -42.2373
344 -256.7853 -83.4346
345 -240.5718 -122.5774
346 -218.4346 -158.7020
347 -190.9188 -190.9188
348 -158.7020 -218.4346
349 -122.5774 -240.5718
350 -83.4346 -256.7853
351 -42.2373 -266.6759
352 -0.0000 -270.0000
353 42.2373 -266.6759
354 83.4346 -256.7853
355 122.5774 -240.5718
356 158.7020 -218.4346
357 190.9188 -190.9188
358 218.4346 -158.7020
359 240.5718 -122.5774
360 256.7853 -83.4346
361 266.6759 -42.2373
362 300.0000 0.0000
363 296.3065 46.9303
364 285.3170 92.7051
365 267.3020 136.1971
366 242.7051 176.3356
367 212.1320 212.1320
368 176.3356 242.7051
369 136.1971 267.3020
370 92.7051 285.3170
371 46.9303 296.3065
372 0.0000 300.0000
373 -46.9303 296.3065
374 -92.7051 285.3170
375 -136.1971 267.3020
376 -176.3356 242.7051
377 -212.1320 212.1320
378 -242.7051 176.3356
379 -267.3020 136.1971
380 -285.3170 92.7051
381 -296.3065 46.9303
382 -300.0000 0.0000
383 -296.3065 -46.9303
384 -285.3170 -92.7051
385 -267.3020 -136.1971
386 -242.7051 -176.3356
387 -212.1320 -212.1320
388 -176.3356 -242.7051
389 -136.1971 -267.3020
390 -92.7051 -285.3170
391 -46.9303 -296.3065
392 -0.0000 -300.0000
393 46.9303 -296.3065
394 92.7051 -285.3170
395 136.1971 -267.3020
396 176.3356 -242.7051
397 212.1320 -212.1320
398 242.7051 -176.3356
399 267.3020 -136.1971
400 285.3170 -92.7051
401 296.3065 -46.9303
402 330.0000 0.0000
403 325.9372 51.6234
404 313.8487 101.9756
405 294.0322 149.8169
406 266.9756 193.9691
407 233.3452 233.3452
408 193.9691 266.9756
409 149.8169 294.0322
410 101.9756 313.8487
411 51.6234 325.9372
412 0.0000 330.0000
413 -51.6234 325.9372
414 -101.9756 313.8487
415 -149.8169 294.0322
416 -193.9691 266.9756
417 -233.3452 233.3452
418 -266.9756 193.9691
419 -294.0322 149.8169
420 -313.8487 101.9756
421 -325.9372 51.6234
422 -330.0000 0.0000
423 -325.9372 -51.6234
424 -313.8487 -101.9756
425 -294.0322 -149.8169
426 -266.9756 -193.9691
427 -233.3452 -233.3452
428 -193.9691 -266.9756
429 -149.8169 -294.0322
430 -101.9756 -313.8487
431 -51.6234 -325.9372
432 -0.0000 -330.0000
433 51.6234 -325.9372
434 101.9756 -313.8487
435 149.8169 -294.0322
436 193.9691 -266.9756
437 233.3452 -233.3452
438 266.9756 -193.9691
439 294.0322 -149.8169
440 313.8487 -101.9756
441 325.9372 -51.6234
442 360.0000 0.0000
443 355.5678 56.3164
444 342.3803 111.2461
445 320.7623 163.4366
446 291.2461 211.6027
447 254.5584 254.5584
448 211.6027 291.2461
449 163.4366 320.7623
450 111.2461 342.3803
451 56.3164 355.5678
452 0.0000 360.0000
453 -56.3164 355.5678
454 -111.2461 342.3803
455 -163.4366 320.7623
456 -211.6027 291.2461
457 -254.5584 254.5584
458 -291.2461 211.6027
459 -320.7623 163.4366
460 -342.3803 111.2461
461 -355.5678 56.3164
462 -360.0000 0.0000
463 -355.5678 -56.3164
464 -342.3803 -111.2461
465 -320.7623 -163.4366
466 -291.2461 -211.6027
467 -254.5584 -254.5584
468 -211.6027 -291.2461
469 -163.4366 -320.7623
470 -111.2461 -342.3803
471 -56.3164 -355.5678
472 -0.0000 -360.0000
473 56.3164 -355.5678
474 111.2461 -342.3803
475 163.4366 -320.7623
476 211.6027 -291.2461
477 254.5584 -254.5584
478 291.2461 -211.6027
479 320.7623 -163.4366
480 342.3803 -111.2461
481 355.5678 -56.3164
482 390.0000 0.0000
483 385.1985 61.0094
484 370.9120 120.5166
485 347.4925 177.0563
486 315.5166 229.2362
487 275.7716 275.7716
488 229.2362 315.5166
489 177.0563 347.4925
490 120.5166 370.9120
491 61.0094 385.1985
492 0.0000 390.0000
493 -61.0094 385.1985
494 -120.5166 370.9120
495 -177.0563 347.4925
496 -229.2362 315.5166
497 -275.7716 275.7716
498 -315.5166 229.2362
499 -347.4925 177.0563
500 -370.9120 120.5166
501 -385.1985 61.0094
502 -390.0000 0.0000
503 -385.1985 -61.0094
504 -370.9120 -120.5166
505 -347.4925 -177.0563
506 -315.5166 -229.2362
507 -275.7716 -275.7716
508 -229.2362 -315.5166
509 -177.0563 -347.4925
510 -120.5166 -370.9120
511 -61.0094 -385.1985
512 -0.0000 -390.0000
513 61.0094 -385.1985
514 120.5166 -370.9120
515 177.0563 -347.4925
516 229.2362 -315.5166
517 275.7716 -275.7716
518 315.5166 -229.2362
519 347.4925 -177.0563
520 370.9120 -120.5166
521 385.1985 -61.0094
522 420.0000 0.0000
523 414.8291 65.7025
524 399.4437 129.7871
525 374.2227 190.6760
526 339.7871 246.8698
527 296.9848 296.9848
528 246.8698 339.7871
529 190.6760 374.2227
530 129.7871 399.4437
531 65.7025 414.8291
532 0.0000 420.0000
533 -65.7025 414.8291
534 -129.7871 399.4437
535 -190.6760 374.2227
536 -246.8698 339.7871
537 -296.9848 296.9848
538 -339.7871 246.8698
539 -374.2227 190.6760
540 -399.4437 129.7871
541 -414.8291 65.7025
542 -420.0000 0.0000
543 -414.8291 -65.7025
544 -399.4437 -129.7871
545 -374.2227 -190.6760
546 -339.7871 -246.8698
547 -296.9848 -296.9848
548 -246.8698 -339.7871
549 -190.6760 -374.2227
550 -129.7871 -399.4437
551 -65.7025 -414.8291
552 -0.0000 -420.0000
553 65.7025 -414.8291
554 129.7871 -399.4437
555 190.6760 -374.2227
556 246.8698 -339.7871
557 296.9848 -296.9848
558 339.7871 -246.8698
559 374.2227 -190.6760
560 399.4437 -129.7871
561 414.8291 -65.7025
562 450.0000 0.0000
563 444.4598 70.3955
564 427.9754 139.0576
565 400.9529 204.2957
566 364.0576 264.5034
567 318.1981 318.1981
568 264.5034 364.0576
569 204.2957 400.9529
570 139.0576 427.9754
571 70.3955 444.4598
572 0.0000 450.0000
573 -70.3955 444.4598
574 -139.0576 427.9754
575 -204.2957 400.9529
576 -264.5034 364.0576
577 -318.1981 318.1981
578 -364.0576 264.5034
579 -400.9529 204.2957
580 -427.9754 139.0576
581 -444.4598 70.3955
582 -450.0000 0.0000
583 -444.4598 -70.3955
584 -427.9754 -139.0576
585 -400.9529 -204.2957
586 -364.0576 -264.5034
587 -318.1981 -318.1981
588 -264.5034 -364.0576
589 -204.2957 -400.9529
590 -139.0576 -427.9754
591 -70.3955 -444.4598
592 -0.0000 -450.0000
593 70.3955 -444.4598
594 139.0576 -427.9754
595 204.2957 -400.9529
596 264.5034 -364.0576
597 318.1981 -318.1981
598 364.0576 -264.5034
599 400.9529 -204.2957
600 427.9754 -139.0576
601 444.4598 -70.3955
602 480.0000 0.0000
603 474.0904 75.0885
604 456.5071 148.3282
605 427.6831 217.9154
606 388.3282 282.1369
607 339.4113 339.4113
608 282.1369 388.3282
609 217.9154 427.6831
610 148.3282 456.5071
611 75.0885 474.0904
612 0.0000 480.0000
613 -75.0885 474.0904
614 -148.3282 456.5071
615 -217.9154 427.6831
616 -282.1369 388.3282
617 -339.4113 339.4113
618 -388.3282 282.1369
619 -427.6831 217.9154
620 -456.5071 148.3282
621 -474.0904 75.0885
622 -480.0000 0.0000
623 -474.0904 -75.0885
624 -456.5071 -148.3282
625 -427.6831 -217.9154
626 -388.3282 -282.1369
627 -339.4113 -339.4113
628 -282.1369 -388.3282
629 -217.9154 -427.6831
630 -148.3282 -456.5071
631 -75.0885 -474.0904
632 -0.0000 -480.0000
633 75.0885 -474.0904
634 148.3282 -456.5071
635 217.9154 -427.6831
636 282.1369 -388.3282
637 339.4113 -339.4113
638 388.3282 -282.1369
639 427.6831 -217.9154
640 456.5071 -148.3282
641 474.0904 -75.0885
642 510.0000 0.0000
643 503.7211 79.7816
644 485.0388 157.5987
645 454.4133 231.5352
646 412.5987 299.7705
647 360.6245 360.6245
648 299.7705 412.5987
649 231.5352 454.4133
650 157.5987 485.0388
651 79.7816 503.7211
652 0.0000 510.0000
653 -79.7816 503.7211
654 -157.5987 485.0388
655 -231.5352 454.4133
656 -299.7705 412.5987
657 -360.6245 360.6245
658 -412.5987 299.7705
659 -454.4133 231.5352
660 -485.0388 157.5987
661 -503.7211 79.7816
662 -510.0000 0.0000
663 -503.7211 -79.7816
664 -485.0388 -157.5987
665 -454.4133 -231.5352
666 -412.5987 -299.7705
667 -360.6245 -360.6245
668 -299.7705 -412.5987
669 -231.5352 -454.4133
670 -157.5987 -485.0388
671 -79.7816 -503.7211
672 -0.0000 -510.0000
673 79.7816 -503.7211
674 157.5987 -485.0388
675 231.5352 -454.4133
676 299.7705 -412.5987
677 360.6245 -360.6245
678 412.5987 -299.7705
679 454.4133 -231.5352
680 485.0388 -157.5987
681 503.7211 -79.7816
682 540.0000 0.0000
683 533.3517 84.4746
684 513.5705 166.8692
685 481.1435 245.1549
686 436.8692 317.4040
687 381.8377 381.8377
688 317.4040 436.8692
689 245.1549 481.1435
690 166.8692 513.5705
691 84.4746 533.3517
692 0.0000 540.0000
693 -84.4746 533.3517
694 -166.8692 513.5705
695 -245.1549 481.1435
696 -317.4040 436.8692
697 -381.8377 381.8377
698 -436.8692 317.4040
699 -481.1435 245.1549
700 -513.5705 166.8692
701 -533.3517 84.4746
702 -540.0000 0.0000
703 -533.3517 -84.4746
704 -513.5705 -166.8692
705 -481.1435 -245.1549
706 -436.8692 -317.4040
707 -381.8377 -381.8377
708 -317.4040 -436.8692
709 -245.1549 -481.1435
710 -166.8692 -513.5705
711 -84.4746 -533.3517
712 -0.0000 -540.0000
713 84.4746 -533.3517
714 166.8692 -513.5705
715 245.1549 -481.1435
716 317.4040 -436.8692
717 381.8377 -381.8377
718 436.8692 -317.4040
719 481.1435 -245.1549
720 513.5705 -166.8692
721 533.3517 -84.4746
722 570.0000 0.0000
723 562.9824 89.1676
724 542.1022 176.1397
725 507.8737 258.7746
726 461.1397 335.0376
727 403.0509 403.0509
728 335.0376 461.1397
729 258.7746 507.8737
730 176.1397 542.1022
731 89.1676 562.9824
732 0.0000 570.0000
733 -89.1676 562.9824
734 -176.1397 542.1022
735 -258.7746 507.8737
736 -335.0376 461.1397
737 -403.0509 403.0509
738 -461.1397 335.0376
739 -507.8737 258.7746
740 -542.1022 176.1397
741 -562.9824 89.1676
742 -570.0000 0.0000
743 -562.9824 -89.1676
744 -542.1022 -176.1397
745 -507.8737 -258.7746
746 -461.1397 -335.0376
747 -403.0509 -403.0509
748 -335.0376 -461.1397
749 -258.7746 -507.8737
750 -176.1397 -542.1022
751 -89.1676 -562.9824
752 -0.0000 -570.0000
753 89.1676 -562.9824
754 176.1397 -542.1022
755 258.7746 -507.8737
756 335.0376 -461.1397
757 403.0509 -403.0509
758 461.1397 -335.0376
759 507.8737 -258.7746
760 542.1022 -176.1397
761 562.9824 -89.1676
762 600.0000 0.0000
763 592.6130 93.8607
764 570.6339 185.4102
765 534.6039 272.3943
766 485.4102 352.6712
767 424.2641 424.2641
768 352.6712 485.4102
769 272.3943 534.6039
770 185.4102 570.6339
771 93.8607 592.6130
772 0.0000 600.0000
773 -93.8607 592.6130
774 -185.4102 570.6339
775 -272.3943 534.6039
776 -352.6712 485.4102
777 -424.2641 424.2641
778 -485.4102 352.6712
779 -534.6039 272.3943
780 -570.6339 185.4102
781 -592.6130 93.8607
782 -600.0000 0.0000
783 -592.6130 -93.8607
784 -570.6339 -185.4102
785 -534.6039 -272.3943
786 -485.4102 -352.6712
787 -424.2641 -424.2641
788 -352.6712 -485.4102
789 -272.3943 -534.6039
790 -185.4102 -570.6339
791 -93.8607 -592.6130
792 -0.0000 -600.0000
793 93.8607 -592.6130
794 185.4102 -570.6339
795 272.3943 -534.6039
796 352.6712 -485.4102
797 424.2641 -424.2641
798 485.4102 -352.6712
799 534.6039 -272.3943
800 570.6339 -185.4102
801 592.6130 -93.8607
802 630.0000 0.0000
803 622.2437 98.5537
804 599.1656 194.6807
805 561.3341 286.0140
806 509.6807 370.3047
807 445.4773 445.4773
808 370.3047 509.6807
809 286.0140 561.3341
810 194.6807 599.1656
811 98.5537 622.2437
812 0.0000 630.0000
813 -98.5537 622.2437
814 -194.6807 599.1656
815 -286.0140 561.3341
816 -370.3047 509.6807
817 -445.4773 445.4773
818 -509.6807 370.3047
819 -561.3341 286.0140
820 -599.1656 194.6807
821 -622.2437 98.5537
822 -630.0000 0.0000
823 -622.2437 -98.5537
824 -599.1656 -194.6807
825 -561.3341 -286.0140
826 -509.6807 -370.3047
827 -445.4773 -445.4773
828 -370.3047 -509.6807
829 -286.0140 -561.3341
830 -194.6807 -599.1656
831 -98.5537 -622.2437
832 -0.0000 -630.0000
833 98.5537 -622.2437
834 194.6807 -599.1656
835 286.0140 -561.3341
836 370.3047 -509.6807
837 445.4773 -445.4773
838 509.6807 -370.3047
839 561.3341 -286.0140
840 599.1656 -194.6807
841 622.2437 -98.5537
842 660.0000 0.0000
843 651.8743 103.2467
844 627.6973 203.9512
845 588.0643 299.6337
846 533.9512 387.9383
847 466.6905 466.6905
848 387.9383 533.9512
849 299.6337 588.0643
850 203.9512 627.6973
851 103.2467 651.8743
852 0.0000 660.0000
853 -103.2467 651.8743
854 -203.9512 627.6973
855 -299.6337 588.0643
856 -387.9383 533.9512
857 -466.6905 466.6905
858 -533.9512 387.9383
859 -588.0643 299.6337
860 -627.6973 203.9512
861 -651.8743 103.2467
862 -660.0000 0.0000
863 -651.8743 -103.2467
864 -627.6973 -203.9512
865 -588.0643 -299.6337
866 -533.9512 -387.9383
867 -466.6905 -466.6905
868 -387.9383 -533.9512
869 -299.6337 -588.0643
870 -203.9512 -627.6973
871 -103.2467 -651.8743
872 -0.0000 -660.0000
873 103.2467 -651.8743
874 203.9512 -627.6973
875 299.6337 -588.0643
876 387.9383 -533.9512
877 466.6905 -466.6905
878 533.9512 -387.9383
879 588.0643 -299.6337
880 627.6973 -203.9512
881 651.8743 -103.2467
DEMAND&PROFITS_SECTION
1 0 0
2 10 7
3 30 19
4 30 16
5 10 11
6 10 13
7 30 37
8 30 33
9 10 11
10 10 10
11 30 33
12 30 44
13 10 13
14 10 8
15 30 16
16 30 29
17 10 12
18 10 10
19 30 38
20 30 22
21 10 6
22 10 5
23 30 33
24 30 38
25 10 15
26 10 12
27 30 22
28 30 35
29 10 13
30 10 8
31 30 29
32 30 37
33 10 7
34 10 8
35 30 30
36 30 27
37 10 10
38 10 9
39 30 26
40 30 35
41 10 6
42 10 13
43 30 42
44 30 34
45 10 11
46 10 8
47 30 30
48 30 19
49 10 11
50 10 15
51 30 31
52 30 41
53 10 11
54 10 5
55 30 27
56 30 35
57 10 7
58 10 6
59 30 31
60 30 18
61 10 8
62 10 12
63 30 16
64 30 17
65 10 5
66 10 15
67 30 37
68 30 19
69 10 15
70 10 14
71 30 17
72 30 24
73 10 5
74 10 12
75 30 38
76 30 37
77 10 14
78 10 15
79 30 25
80 30 37
81 10 14
82 10 11
83 30 21
84 30 27
85 10 11
86 10 7
87 30 37
88 30 25
89 10 10
90 10 14
91 30 17
92 30 16
93 10 14
94 10 7
95 30 27
96 30 18
97 10 14
98 10 6
99 30 32
100 30 40
101 10 11
102 10 12
103 30 18
104 30 16
105 10 11
106 10 9
107 30 36
108 30 28
109 10 5
110 10 13
111 30 32
112 30 19
113 10 9
114 10 7
115 30 43
116 30 16
117 10 11
118 10 14
119 30 28
120 30 44
121 10 13
122 10 10
123 30 29
124 30 28
125 10 11
126 10 6
127 30 36
128 30 25
129 10 6
130 10 13
131 30 22
132 30 22
133 10 8
134 10 7
135 30 45
136 30 31
137 10 6
138 10 12
139 30 19
140 30 25
141 10 7
142 10 14
143 30 23
144 30 40
145 10 8
146 10 12
147 30 21
148 30 31
149 10 15
150 10 12
151 30 35
152 30 31
153 10 6
154 10 13
155 30 41
156 30 21
157 10 10
158 10 5
159 30 41
160 30 24
161 10 11
162 10 11
163 30 31
164 30 43
165 10 5
166 10 9
167 30 31
168 30 41
169 10 7
170 10 13
171 30 37
172 30 24
173 10 6
174 10 11
175 30 34
176 30 33
177 10 6
178 10 12
179 30 37
180 30 42
181 10 11
182 10 7
183 30 44
184 30 22
185 10 10
186 10 15
187 30 34
188 30 20
189 10 6
190 10 12
191 30 18
192 30 24
193 10 7
194 10 15
195 30 42
196 30 17
197 10 9
198 10 10
199 30 24
200 30 37
201 10 14
202 10 15
203 30 26
204 30 17
205 10 9
206 10 8
207 30 29
208 30 38
209 10 14
210 10 8
211 30 39
212 30 19
213 10 14
214 10 13
215 30 18
216 30 40
217 10 12
218 10 6
219 30 27
220 30 30
221 10 6
222 10 7
223 30 36
224 30 22
225 10 7
226 10 10
227 30 34
228 30 38
229 10 11
230 10 5
231 30 42
232 30 37
233 10 7
234 10 14
235 30 33
236 30 35
237 10 11
238 10 8
239 30 21
240 30 40
241 10 5
242 10 9
243 30 41
244 30 34
245 10 8
246 10 9
247 30 32
248 30 30
249 10 13
250 10 6
251 30 33
252 30 24
253 10 8
254 10 6
255 30 31
256 30 22
257 10 14
258 10 10
259 30 24
260 30 34
261 10 15
262 10 9
263 30 31
264 30 22
265 10 5
266 10 14
267 30 40
268 30 30
269 10 12
270 10 7
271 30 31
272 30 18
273 10 11
274 10 9
275 30 31
276 30 30
277 10 11
278 10 12
279 30 45
280 30 29
281 10 10
282 10 7
283 30 18
284 30 44
285 10 9
286 10 6
287 30 27
288 30 32
289 10 12
290 10 14
291 30 42
292 30 45
293 10 6
294 10 14
295 30 39
296 30 31
297 10 12
298 10 7
299 30 29
300 30 15
301 10 9
302 10 10
303 30 41
304 30 37
305 10 13
306 10 7
307 30 45
308 30 23
309 10 15
310 10 10
311 30 44
312 30 17
313 10 8
314 10 13
315 30 23
316 30 41
317 10 9
318 10 9
319 30 16
320 30 35
321 10 7
322 10 14
323 30 43
324 30 24
325 10 7
326 10 6
327 30 31
328 30 44
329 10 8
330 10 7
331 30 26
332 30 42
333 10 7
334 10 8
335 30 41
336 30 36
337 10 13
338 10 10
339 30 43
340 30 20
341 10 14
342 10 5
343 30 28
344 30 25
345 10 11
346 10 11
347 30 37
348 30 15
349 10 7
350 10 11
351 30 17
352 30 35
353 10 10
354 10 10
355 30 26
356 30 36
357 10 13
358 10 8
359 30 24
360 30 23
361 10 12
362 10 13
363 30 29
364 30 20
365 10 15
366 10 7
367 30 22
368 30 32
369 10 12
370 10 9
371 30 21
372 30 28
373 10 14
374 10 9
375 30 41
376 30 22
377 10 5
378 10 5
379 30 36
380 30 17
381 10 10
382 10 10
383 30 28
384 30 17
385 10 7
386 10 6
387 30 33
388 30 45
389 10 5
390 10 10
391 30 44
392 30 18
393 10 15
394 10 12
395 30 38
396 30 30
397 10 6
398 10 6
399 30 29
400 30 18
401 10 12
